날짜,요일,평균 기온(℃),최저 기온(℃),최고 기온(℃),모기 활동 지수(서울시 평균),모기 발생 단계(서울시 평균),모기 발생 수준(서울시 평균),모기 발생 난이도(서울시 평균),모기 활동 지수(수변부),모기 발생 단계(수변부),모기 발생 수준(수변부),모기 발생 난이도(수변부),모기 활동 지수(주거지),모기 발생 단계(주거지),모기 발생 수준(주거지),모기 발생 난이도(주거지),모기 활동 지수(공원),모기 발생 단계(공원),모기 발생 수준(공원),모기 발생 난이도(공원),포집량,모기,기타,지점,지점명,평균 풍속(m/s),평균 전운량(1/10),평균 지면온도(°C),평균 5cm 지중온도(°C),0.5m 지중온도(°C),Month,Unnamed: 0,일강수량(mm),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),오존농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2017-07-29,토,30.0,26.6,33.0,1000.0,4단계,불쾌,상,,,,,,,,,,,,,"4,052","4,027",25,108,서울,2.3,7.5,27.5,27.7,26.9,7,2196,0.0,72.3,25.8,997.6,1007.2,11.78,14.0,8.0,0.021,0.03,0.5,0.002,,,
2017-07-30,일,30.2,27.2,33.9,969.2,4단계,불쾌,상,,,,,,,,,,,,,"4,756","4,723",33,108,서울,1.9,7.9,29.9,28.9,27.0,7,2197,17.901818181818182,64.4,23.8,997.2,1006.8,18.56,20.0,14.0,0.043,0.019,0.4,0.003,,,
2017-07-31,월,30.3,25.9,35.3,994.6,4단계,불쾌,상,,,,,,,,,,,,,"5,046","5,016",30,108,서울,1.4,9.6,26.1,26.9,27.5,7,2198,3.5,82.3,27.1,998.9,1008.6,4.34,22.0,15.0,0.009,0.042,0.6,0.002,,,
2017-08-01,화,31.4,27.6,34.8,529.3,3단계,주의,하,,,,,,,,,,,,,"3,995","3,964",31,108,서울,1.7,7.0,29.4,29.0,26.9,8,2199,2.0,73.0,28.0,1000.1,1009.7,18.08,20.0,12.0,0.026,0.033,0.5,0.003,,,
2017-08-02,수,29.8,28.2,34.0,518.5,3단계,주의,하,,,,,,,,,,,,,"5,032","4,989",43,108,서울,1.3,5.1,30.4,29.6,27.5,8,2200,17.901818181818182,71.9,30.2,997.4,1006.9,11.98,34.0,25.0,0.041,0.04,0.5,0.003,,,
2017-08-03,목,29.2,26.4,34.4,428.7,2단계,관심,상,,,,,,,,,,,,,"3,946","3,903",43,108,서울,2.2,5.6,32.8,30.6,27.8,8,2201,17.901818181818182,60.6,25.4,995.2,1004.8,21.79,25.0,16.0,0.028,0.04,0.5,0.003,,,
2017-08-04,금,28.2,25.5,31.0,423.7,2단계,관심,상,,,,,,,,,,,,,"4,029","3,999",30,108,서울,2.1,6.3,34.6,31.0,28.1,8,2202,17.901818181818182,60.1,25.6,995.5,1005.0,22.18,25.0,19.0,0.045,0.018,0.3,0.003,,,
2017-08-05,토,27.6,24.6,32.0,380.0,2단계,관심,중,,,,,,,,,,,,,"3,743","3,717",26,108,서울,1.9,4.1,35.8,31.5,28.5,8,2203,0.0,63.0,28.7,993.4,1002.9,16.84,26.0,20.0,0.041,0.028,0.4,0.003,,,
2017-08-06,일,27.0,23.9,32.4,228.0,1단계,쾌적,상,,,,,,,,,,,,,"3,749","3,718",31,108,서울,1.9,6.9,32.1,30.5,28.7,8,2204,5.0,71.9,29.9,990.9,1000.3,11.98,24.0,19.0,0.034,0.024,0.4,0.003,,,
2017-08-07,월,27.8,23.2,32.6,210.1,1단계,쾌적,상,,,,,,,,,,,,,"4,388","4,362",26,108,서울,2.4,3.3,33.6,31.2,28.6,8,2205,17.901818181818182,68.1,26.9,989.7,999.3,22.74,32.0,21.0,0.051,0.019,0.4,0.003,,,
2017-08-08,화,26.3,24.2,28.4,181.6,1단계,쾌적,상,,,,,,,,,,,,,"3,914","3,885",29,108,서울,1.9,8.0,30.5,29.7,28.7,8,2206,17.901818181818182,67.1,25.3,989.8,999.4,13.47,40.0,29.0,0.053,0.027,0.5,0.004,,,
2017-08-09,수,24.6,23.1,27.1,209.0,1단계,쾌적,상,,,,,,,,,,,,,"4,270","4,233",37,108,서울,2.3,9.1,32.0,29.7,28.4,8,2207,2.5,66.4,24.1,988.1,997.7,14.17,32.0,24.0,0.032,0.035,0.5,0.003,,,
2017-08-10,목,21.9,20.8,24.0,211.8,1단계,쾌적,상,,,,,,,,,,,,,"3,726","3,702",24,108,서울,2.0,9.9,27.4,27.4,28.2,8,2208,5.5,89.9,28.1,991.0,1000.7,6.21,6.0,3.0,0.026,0.018,0.4,0.003,,,
2017-08-11,금,23.3,20.5,26.8,231.4,1단계,쾌적,상,,,,,,,,,,,,,"3,943","3,911",32,108,서울,2.3,5.9,29.4,28.7,27.7,8,2209,0.5,72.5,25.5,996.4,1006.0,15.55,11.0,6.0,0.013,0.029,0.4,0.002,,,
2017-08-12,토,24.8,21.2,27.7,252.1,2단계,관심,하,,,,,,,,,,,,,"3,967","3,936",31,108,서울,2.1,5.6,29.2,28.4,27.7,8,2210,17.901818181818182,60.3,22.2,1000.6,1010.2,18.42,8.0,3.0,0.024,0.017,0.3,0.003,,,
2017-08-13,일,26.3,23.9,30.6,317.7,2단계,관심,하,,,,,,,,,,,,,"4,074","4,018",56,108,서울,2.8,8.9,27.8,27.4,27.8,8,2211,0.0,62.1,21.1,1000.4,1010.1,11.22,9.0,6.0,0.02,0.008,0.2,0.003,,,
2017-08-14,월,26.1,23.1,28.7,448.9,2단계,관심,상,,,,,,,,,,,,,"3,674","3,627",47,108,서울,3.6,9.6,25.4,25.8,27.4,8,2212,1.5,67.5,20.9,996.2,1005.8,7.26,9.0,4.0,0.007,0.021,0.3,0.002,,,
2017-08-15,화,23.2,22.0,25.8,554.9,3단계,주의,하,,,,,,,,,,,,,"3,640","3,615",25,108,서울,3.6,10.0,22.9,23.5,26.7,8,2213,93.5,93.8,24.5,993.2,1003.0,3.0,6.0,4.0,0.005,0.02,0.3,0.002,,,
2017-08-16,수,25.8,23.7,29.2,433.8,2단계,관심,상,,,,,,,,,,,,,"3,372","3,351",21,108,서울,3.7,9.6,24.6,24.6,25.3,8,2214,2.0,80.5,22.8,995.5,1005.3,10.41,8.0,4.0,0.009,0.021,0.4,0.002,,,
2017-08-17,목,27.3,23.4,31.5,472.5,2단계,관심,상,,,,,,,,,,,,,"3,695","3,658",37,108,서울,2.1,8.1,26.1,25.4,25.5,8,2215,0.5,77.1,24.0,998.0,1007.8,9.67,9.0,4.0,0.014,0.024,0.4,0.003,,,
2017-08-18,금,27.2,24.6,30.2,454.0,2단계,관심,상,,,,,,,,,,,,,"3,382","3,363",19,108,서울,1.3,8.3,26.8,26.7,25.9,8,2216,0.0,75.6,25.5,1001.0,1010.7,12.1,25.0,16.0,0.019,0.04,0.5,0.005,,,
2017-08-19,토,26.5,23.9,28.1,455.7,2단계,관심,상,,,,,,,,,,,,,"3,972","3,944",28,108,서울,2.0,8.1,26.9,26.5,26.1,8,2217,0.0,75.8,25.4,1001.9,1011.6,9.79,23.0,16.0,0.021,0.035,0.5,0.003,,,
2017-08-20,일,25.3,22.2,30.6,482.6,2단계,관심,상,,,,,,,,,,,,,"4,008","3,978",30,108,서울,2.9,10.0,23.8,24.1,26.1,8,2218,124.5,95.6,27.1,998.6,1008.3,3.48,9.0,4.0,0.02,0.018,0.3,0.002,,,
2017-08-21,월,24.2,19.0,29.2,513.5,3단계,주의,하,,,,,,,,,,,,,"3,853","3,829",24,108,서울,2.4,7.6,26.9,25.5,25.3,8,2219,5.0,81.5,26.9,997.1,1006.7,10.72,13.0,11.0,0.017,0.018,0.3,0.003,,,
2017-08-22,화,22.7,19.0,26.7,505.7,3단계,주의,하,,,,,,,,,,,,,"3,875","3,847",28,108,서울,1.9,4.4,29.0,27.3,25.6,8,2220,17.901818181818182,70.6,25.1,1001.9,1011.6,16.45,16.0,8.0,0.021,0.03,0.4,0.006,,,
2017-08-23,수,21.5,18.3,26.5,443.9,2단계,관심,상,,,,,,,,,,,,,"3,752","3,702",50,108,서울,2.6,9.4,27.4,26.9,26.2,8,2221,31.5,84.1,30.3,1001.3,1011.0,8.22,23.0,12.0,0.005,0.027,0.5,0.004,,,
2017-08-24,목,19.5,17.0,24.0,423.7,2단계,관심,상,,,,,,,,,,,,,"3,708","3,662",46,108,서울,4.0,7.9,25.7,26.4,26.5,8,2222,14.0,85.3,29.4,996.0,1005.6,3.62,24.0,10.0,0.013,0.024,0.4,0.003,,,
2017-08-27,일,19.8,16.1,23.9,541.1,3단계,주의,하,,,,,,,,,,,,,"3,430","3,381",49,108,서울,1.4,8.3,24.8,24.4,25.9,8,2225,0.0,62.0,17.0,1005.0,1014.9,10.32,21.0,12.0,0.017,0.034,0.4,0.003,,,
2017-08-28,월,22.2,16.6,27.6,285.8,2단계,관심,하,,,,,,,,,,,,,"3,015","2,979",36,108,서울,1.5,9.1,22.6,23.6,25.5,8,2226,9.0,73.1,18.2,1001.5,1011.3,6.82,25.0,16.0,0.015,0.041,0.5,0.003,,,
2017-08-29,화,23.3,17.1,29.7,227.5,1단계,쾌적,상,,,,,,,,,,,,,"2,379","2,347",32,108,서울,3.2,6.5,22.8,23.2,24.9,8,2227,17.901818181818182,51.4,11.4,1004.3,1014.3,21.08,16.0,5.0,0.029,0.014,0.3,0.003,,,
2017-08-30,수,23.8,18.6,29.6,253.8,2단계,관심,하,,,,,,,,,,,,,"3,046","3,011",35,108,서울,1.5,7.1,19.7,21.4,24.4,8,2228,17.901818181818182,55.8,13.2,1003.9,1013.9,9.64,21.0,10.0,0.016,0.034,0.4,0.004,,,
2017-08-31,목,23.7,19.0,29.2,204.0,1단계,쾌적,상,,,,,,,,,,,,,"2,877","2,853",24,108,서울,1.6,0.9,24.3,23.1,23.9,8,2229,17.901818181818182,62.4,16.0,1002.2,1012.1,19.21,34.0,21.0,0.029,0.033,0.6,0.003,,,
2017-09-01,금,24.6,19.7,30.1,460.7,2단계,관심,상,,,,,,,,,,,,,"3,470","3,435",35,108,서울,2.2,0.4,26.6,24.3,23.9,9,2230,0.0,56.0,15.3,1002.6,1012.5,22.7,20.0,11.0,0.027,0.024,0.5,0.003,,,
2017-09-02,토,20.6,18.5,24.0,381.7,2단계,관심,중,,,,,,,,,,,,,"2,964","2,928",36,108,서울,1.8,2.9,27.2,25.3,24.2,9,2231,0.0,59.0,16.9,1002.6,1012.4,19.67,23.0,14.0,0.032,0.029,0.4,0.004,,,
2017-09-03,일,22.4,17.8,27.5,455.7,2단계,관심,상,,,,,,,,,,,,,"3,194","3,160",34,108,서울,1.6,3.0,25.6,24.7,24.4,9,2232,0.0,64.0,18.4,1004.8,1014.7,15.85,28.0,19.0,0.043,0.027,0.5,0.004,,,
2017-09-04,월,24.3,20.4,29.9,460.7,2단계,관심,상,,,,,,,,,,,,,"3,589","3,549",40,108,서울,1.6,6.1,28.6,25.5,24.5,9,2233,0.0,53.8,15.8,1005.2,1015.0,17.94,25.0,17.0,0.025,0.028,0.4,0.003,,,
2017-09-05,화,23.8,19.2,28.2,497.7,2단계,관심,상,,,,,,,,,,,,,"3,351","3,307",44,108,서울,1.7,8.8,22.6,23.4,24.7,9,2234,0.0,62.4,16.4,1001.8,1011.7,5.38,23.0,13.0,0.008,0.046,0.5,0.003,,,
2017-09-06,수,23.0,19.9,26.1,506.6,3단계,주의,하,,,,,,,,,,,,,"3,053","2,985",68,108,서울,1.2,9.6,21.5,22.7,24.2,9,2235,2.0,75.5,18.3,998.6,1008.5,6.06,24.0,15.0,0.016,0.041,0.6,0.003,,,
2017-09-07,목,21.2,18.6,24.6,509.6,3단계,주의,하,,,,,,,,,,,,,"2,898","2,874",24,108,서울,1.4,5.6,24.3,23.6,23.9,9,2236,0.0,73.3,19.7,997.9,1007.7,14.01,35.0,27.0,0.037,0.029,0.6,0.004,,,
2017-09-08,금,22.1,17.7,27.9,499.4,2단계,관심,상,,,,,,,,,,,,,"3,564","3,519",45,108,서울,1.7,3.8,27.6,25.5,24.1,9,2237,0.0,67.5,19.6,1001.4,1011.2,19.77,58.0,41.0,0.034,0.035,0.7,0.005,,,
2017-09-09,토,21.4,15.9,27.5,507.6,3단계,주의,하,,,,,,,,,,,,,"3,839","3,789",50,108,서울,1.4,2.8,26.5,25.0,24.3,9,2238,0.0,70.1,20.1,1003.2,1013.0,16.69,60.0,46.0,0.037,0.039,0.7,0.004,,,
2017-09-10,일,22.4,14.8,29.5,515.5,3단계,주의,하,,,,,,,,,,,,,"3,825","3,774",51,108,서울,1.4,9.3,24.3,23.9,24.4,9,2239,0.5,74.3,20.7,1003.4,1013.3,7.34,40.0,32.0,0.027,0.036,0.7,0.003,,,
2017-09-11,월,22.6,17.8,27.9,489.3,2단계,관심,상,,,,,,,,,,,,,"3,406","3,365",41,108,서울,1.7,7.6,22.6,22.9,24.2,9,2240,24.0,79.8,19.8,997.7,1007.5,8.17,22.0,17.0,0.021,0.013,0.2,0.002,,,
2017-09-12,화,23.1,19.0,29.2,443.9,2단계,관심,상,,,,,,,,,,,,,"3,588","3,546",42,108,서울,1.9,0.6,23.3,23.3,23.7,9,2241,0.0,58.6,15.2,1003.6,1013.5,19.09,21.0,12.0,0.025,0.031,0.5,0.004,,,
2017-09-13,수,21.9,16.4,27.6,475.8,2단계,관심,상,,,,,,,,,,,,,"4,328","4,284",44,108,서울,1.9,0.0,23.0,22.6,23.6,9,2242,0.0,49.3,12.1,1008.4,1018.4,21.6,19.0,10.0,0.025,0.031,0.5,0.003,,,
2017-09-14,목,22.6,20.1,25.8,494.3,2단계,관심,상,,,,,,,,,,,,,"3,752","3,709",43,108,서울,1.7,1.5,23.9,22.8,23.3,9,2243,0.0,48.8,12.7,1009.3,1019.2,20.59,24.0,12.0,0.024,0.035,0.5,0.003,,,
2017-09-15,금,19.5,14.1,24.9,509.6,3단계,주의,하,,,,,,,,,,,,,"3,864","3,811",53,108,서울,3.6,3.9,25.0,23.3,23.4,9,2244,0.0,48.4,13.0,1009.0,1018.9,19.03,12.0,7.0,0.028,0.019,0.4,0.003,,,
2017-09-16,토,20.6,15.4,26.8,459.0,2단계,관심,상,,,,,,,,,,,,,"3,302","3,255",47,108,서울,3.6,3.1,25.2,23.5,23.3,9,2245,0.0,50.9,13.3,1004.5,1014.4,20.23,9.0,5.0,0.022,0.022,0.3,0.002,,,
2017-09-17,일,21.8,17.6,27.3,450.6,2단계,관심,상,,,,,,,,,,,,,"3,373","3,308",66,108,서울,2.7,3.5,26.7,24.4,23.4,9,2246,0.0,51.3,14.2,997.6,1007.4,19.04,7.0,6.0,0.026,0.009,0.2,0.003,,,
2017-09-18,월,22.4,18.8,27.9,470.8,2단계,관심,상,,,,,,,,,,,,,"3,531","3,478",53,108,서울,2.1,1.8,25.8,23.9,23.4,9,2247,0.0,62.8,16.1,998.3,1008.2,18.98,18.0,9.0,0.026,0.028,0.4,0.003,,,
2017-09-19,화,23.4,17.4,30.1,477.5,2단계,관심,상,,,,,,,,,,,,,"3,621","3,572",49,108,서울,3.0,7.9,24.6,23.6,23.5,9,2248,8.0,79.1,21.7,998.8,1008.6,7.26,59.0,39.0,0.044,0.033,0.7,0.004,,,
2017-09-20,수,25.1,19.4,31.4,502.7,3단계,주의,하,,,,,,,,,,,,,"3,363","3,330",33,108,서울,2.4,0.8,20.3,22.0,23.3,9,2249,0.0,48.9,10.8,1002.4,1012.4,20.74,18.0,9.0,0.029,0.024,0.4,0.003,,,
2017-09-21,목,22.7,19.9,27.3,500.7,3단계,주의,하,,,,,,,,,,,,,"3,271","3,217",54,108,서울,1.6,0.5,21.7,21.8,22.8,9,2250,0.0,57.3,12.8,1004.0,1013.9,19.35,28.0,16.0,0.023,0.046,0.5,0.003,,,
2017-09-22,금,19.2,14.2,25.3,497.7,2단계,관심,상,,,,,,,,,,,,,"3,416","3,379",37,108,서울,2.1,3.5,22.1,21.7,22.6,9,2251,0.0,60.8,14.4,1003.0,1012.9,16.7,27.0,20.0,0.036,0.04,0.5,0.004,,,
2017-09-23,토,17.4,11.2,23.5,383.3,2단계,관심,중,,,,,,,,,,,,,"3,591","3,556",35,108,서울,1.6,6.6,23.3,22.7,22.7,9,2252,0.0,69.8,17.9,1005.4,1015.3,13.3,48.0,26.0,0.031,0.038,0.6,0.005,,,
2017-09-24,일,20.0,14.7,25.9,413.6,2단계,관심,중,,,,,,,,,,,,,"3,928","3,899",29,108,서울,2.0,6.9,24.3,23.4,22.9,9,2253,0.0,71.5,19.2,1005.1,1015.0,11.77,62.0,38.0,0.038,0.031,0.6,0.004,,,
2017-09-25,월,18.2,15.5,21.2,415.3,2단계,관심,중,,,,,,,,,,,,,"4,255","4,201",54,108,서울,1.4,2.5,25.2,23.8,23.0,9,2254,0.0,58.0,16.0,1004.8,1014.7,16.62,39.0,26.0,0.03,0.04,0.6,0.003,,,
2017-09-26,화,22.0,15.6,29.4,459.0,2단계,관심,상,,,,,,,,,,,,,"3,750","3,692",58,108,서울,1.9,4.9,27.0,25.0,23.1,9,2255,0.0,57.0,17.6,1002.2,1012.0,15.66,45.0,27.0,0.029,0.049,0.6,0.003,,,
2017-09-27,수,17.6,13.4,23.6,491.0,2단계,관심,상,,,,,,,,,,,,,"3,547","3,511",36,108,서울,1.7,8.8,24.0,24.1,23.7,9,2256,0.5,66.4,18.3,997.7,1007.5,0.02,41.0,26.0,0.024,0.037,0.5,0.003,,,
2017-09-28,목,16.7,10.7,24.3,519.4,3단계,주의,하,,,,,,,,,,,,,"4,052","3,975",77,108,서울,2.8,2.5,23.0,23.2,23.4,9,2257,0.0,49.1,10.6,1000.5,1010.4,11.81,19.0,9.0,0.029,0.019,0.4,0.003,,,
2017-09-29,금,18.9,16.2,23.3,520.4,3단계,주의,하,,,,,,,,,,,,,"3,374","3,302",72,108,서울,2.2,3.1,20.0,20.9,22.8,9,2258,0.0,39.3,7.5,1007.5,1017.6,13.75,16.0,9.0,0.022,0.024,0.3,0.004,,,
2017-09-30,토,21.9,16.9,28.8,656.4,3단계,주의,중,,,,,,,,,,,,,"3,467","3,436",31,108,서울,1.5,3.5,21.1,21.0,22.3,9,2259,0.0,64.9,15.2,1011.1,1021.2,6.11,33.0,19.0,0.024,0.041,0.5,0.005,,,
2017-10-01,일,23.0,19.3,28.7,329.5,2단계,관심,하,,,,,,,,,,,,,"3,199","3,161",38,108,서울,2.3,8.9,18.8,19.6,22.2,10,2260,4.0,74.8,15.4,1006.8,1016.8,3.06,30.0,22.0,0.019,0.034,0.5,0.003,,,
2017-10-02,월,22.5,19.8,27.6,277.4,2단계,관심,하,,,,,,,,,,,,,"2,363","2,342",21,108,서울,2.3,2.6,21.7,22.4,21.7,10,2261,1.5,62.3,15.6,1001.3,1011.1,11.2,18.0,10.0,0.033,0.018,0.3,0.003,,,
2017-10-03,화,21.4,18.6,24.8,247.0,1단계,쾌적,상,,,,,,,,,,,,,"4,357","4,307",50,108,서울,2.3,5.8,18.2,19.9,22.0,10,2262,0.0,49.8,10.1,1008.2,1018.3,7.19,27.0,12.0,0.028,0.013,0.3,0.003,,,
2017-10-04,수,15.5,12.2,21.7,221.9,1단계,쾌적,상,,,,,,,,,,,,,"3,323","3,281",42,108,서울,1.8,6.6,17.5,19.3,21.5,10,2263,0.0,48.5,9.1,1013.1,1023.2,9.93,18.0,8.0,0.027,0.014,0.3,0.003,,,
2017-10-05,목,11.4,8.8,,181.6,1단계,쾌적,상,,,,,,,,,,,,,"3,623","3,553",70,108,서울,2.1,8.0,18.7,19.3,21.1,10,2264,0.0,56.4,12.0,1013.1,1023.2,7.21,15.0,8.0,0.021,0.022,0.3,0.003,,,
2017-10-06,금,12.8,6.1,18.9,177.2,1단계,쾌적,상,,,,,,,,,,,,,"3,694","3,638",56,108,서울,2.3,8.5,19.4,19.6,21.1,10,2265,0.5,66.4,14.3,1008.9,1019.0,5.32,10.0,7.0,0.026,0.013,0.3,0.002,,,
2017-10-07,토,14.4,9.0,20.5,185.5,1단계,쾌적,상,,,,,,,,,,,,,"2,766","2,741",25,108,서울,1.2,7.5,23.9,22.6,21.1,10,2266,0.0,67.6,17.3,1009.7,1019.6,9.17,8.0,5.0,0.025,0.02,0.4,0.002,,,
2017-10-08,일,15.8,9.0,23.0,185.0,1단계,쾌적,상,,,,,,,,,,,,,"3,708","3,672",36,108,서울,1.4,4.8,25.3,23.9,21.7,10,2267,0.0,66.9,18.4,1012.0,1021.9,9.32,19.0,13.0,0.024,0.029,0.5,0.004,,,
2017-10-09,월,16.6,13.6,22.0,199.0,1단계,쾌적,상,,,,,,,,,,,,,"3,794","3,771",23,108,서울,1.5,6.5,24.9,23.4,22.2,10,2268,0.0,66.0,17.6,1011.4,1021.3,7.24,22.0,17.0,0.028,0.03,0.4,0.005,,,
2017-10-10,화,16.2,9.2,23.9,207.9,1단계,쾌적,상,,,,,,,,,,,,,"3,528","3,500",28,108,서울,1.3,9.3,22.1,22.0,22.4,10,2269,0.4,76.9,19.4,1008.2,1018.1,3.75,29.0,19.0,0.011,0.038,0.5,0.003,,,
2017-10-11,수,16.5,14.2,19.1,226.3,1단계,쾌적,상,,,,,,,,,,,,,"2,752","2,718",34,108,서울,2.9,9.3,17.4,19.4,22.2,10,2270,20.0,77.1,13.8,1008.1,1018.3,3.87,11.0,6.0,0.022,0.015,0.3,0.002,,,
2017-10-12,목,17.0,11.9,23.2,341.3,2단계,관심,중,,,,,,,,,,,,,"1,654","1,610",44,108,서울,2.0,7.1,11.7,16.7712963,21.1,10,2271,0.0,71.0,9.3,1010.4,1020.9,2.23,20.0,12.0,0.012,0.025,0.4,0.002,,,
2017-10-13,금,17.0,11.1,24.2,177.7,1단계,쾌적,상,,,,,,,,,,,,,677,672,5,108,서울,3.2,3.4,12.8,14.5,19.7,10,2272,0.0,51.0,7.3,1012.1,1022.5,9.41,25.0,15.0,0.017,0.03,0.4,0.003,,,
2017-10-14,토,17.6,11.0,25.2,86.6,1단계,쾌적,중,,,,,,,,,,,,,"1,715","1,701",14,108,서울,2.022685185,4.9,13.5,15.4,19.0,10,2273,0.0,42.8,6.6,1015.5,1025.8,10.58,21.0,12.0,0.026,0.025,0.5,0.002,,,
2017-10-15,일,16.3,11.0,23.5,81.6,1단계,쾌적,하,,,,,,,,,,,,,"2,593","2,566",27,108,서울,1.7,5.4,15.3,16.2,18.8,10,2274,0.0,42.5,7.5,1017.1,1027.3,9.97,21.0,12.0,0.022,0.03,0.4,0.003,,,
2017-10-16,월,13.7,8.6,20.6,74.3,1단계,쾌적,하,,,,,,,,,,,,,"2,878","2,833",45,108,서울,1.7,7.9,17.2,17.4,18.8,10,2275,0.0,47.6,8.8,1016.4,1026.6,7.3,28.0,16.0,0.018,0.033,0.5,0.003,,,
2017-10-17,화,14.4,9.9,20.9,69.8,1단계,쾌적,하,,,,,,,,,,,,,"2,449","2,416",33,108,서울,1.3,0.4,16.2,16.8,18.7,10,2276,0.0,47.1,8.5,1014.1,1024.4,10.3,34.0,16.0,0.02,0.041,0.6,0.004,,,
2017-10-18,수,14.4,9.5,20.6,66.5,1단계,쾌적,하,,,,,,,,,,,,,"2,498","2,473",25,108,서울,2.4,9.3,15.7,16.2,18.7,10,2277,0.1,58.8,10.9,1012.9,1023.2,3.13,25.0,16.0,0.015,0.038,0.5,0.003,,,
2017-10-19,목,14.5,10.7,18.1,66.5,1단계,쾌적,하,,,,,,,,,,,,,"1,791","1,773",18,108,서울,1.8,3.8,16.8,17.3,18.5,10,2278,0.0,58.3,10.8,1009.2,1019.4,9.08,18.0,11.0,0.019,0.033,0.4,0.002,,,
2017-10-20,금,16.9,11.9,24.2,69.8,1단계,쾌적,하,,,,,,,,,,,,,"2,180","2,133",47,108,서울,1.5,0.1,16.9,17.2,18.5,10,2279,0.0,58.6,10.8,1008.8,1018.9,9.75,24.0,16.0,0.013,0.036,0.4,0.003,,,
2017-10-21,토,17.2,10.6,24.8,75.4,1단계,쾌적,하,,,,,,,,,,,,,"1,830","1,818",12,108,서울,1.3,0.0,16.7,17.3,18.5,10,2280,0.0,52.8,9.9,1007.6,1017.7,9.75,36.0,23.0,0.017,0.043,0.6,0.003,,,
2017-10-22,일,11.5,6.3,17.2,115.1,1단계,쾌적,중,,,,,,,,,,,,,"2,311","2,293",18,108,서울,3.1,1.8,15.6,16.5,18.4,10,2281,0.0,50.4,9.0,1004.0,1014.1,8.97,25.0,15.0,0.024,0.026,0.4,0.002,,,
2017-10-23,월,7.7,2.5,13.2,124.0,1단계,쾌적,중,,,,,,,,,,,,,"1,865","1,825",40,108,서울,1.4,0.0,14.4,15.9,18.1,10,2282,0.0,47.0,7.2,1007.8,1018.1,9.37,21.0,10.0,0.027,0.026,0.4,0.002,,,
2017-10-24,화,10.4,3.6,16.0,97.2,1단계,쾌적,중,,,,,,,,,,,,,"1,204","1,189",15,108,서울,1.9,3.0,14.3,15.5,17.8,10,2283,0.0,54.3,8.6,1013.6,1023.8,7.95,30.0,16.0,0.016,0.041,0.5,0.003,,,
2017-10-25,수,14.4,11.5,18.1,96.7,1단계,쾌적,중,,,,,,,,,,,,,"1,125","1,109",16,108,서울,1.5,2.9,14.7,15.9,17.6,10,2284,0.0,59.0,9.2,1014.5,1024.8,9.17,38.0,22.0,0.021,0.042,0.6,0.003,,,
2017-10-26,목,15.5,14.0,18.0,95.5,1단계,쾌적,중,,,,,,,,,,,,,"1,380","1,361",19,108,서울,1.2,8.6,14.6,15.3,17.5,10,2285,0.0,56.5,9.0,1011.3,1021.5,4.42,46.0,29.0,0.015,0.05,0.7,0.003,,,
2017-10-27,금,12.3,6.1,16.6,92.7,1단계,쾌적,중,,,,,,,,,,,,,"1,649","1,619",30,108,서울,1.2,1.9,16.8,16.9,17.5,10,2286,0.0,54.4,10.1,1009.6,1019.8,8.47,59.0,37.0,0.02,0.055,0.8,0.003,,,
2017-10-28,토,7.8,4.5,13.7,92.7,1단계,쾌적,중,,,,,,,,,,,,,"1,484","1,469",15,108,서울,2.0,0.1,16.5,16.8,17.5,10,2287,0.0,51.9,9.9,1009.8,1019.9,8.75,44.0,28.0,0.023,0.046,0.7,0.003,,,
2017-10-29,일,8.4,2.6,15.4,92.2,1단계,쾌적,중,,,,,,,,,,,,,"1,695","1,671",24,108,서울,3.3,0.0,12.1,15.2,17.6,10,2288,0.0,45.6,6.5,1007.1,1017.5,7.94,60.0,22.0,0.025,0.025,0.5,0.004,,,
2017-10-30,월,11.4,8.0,16.5,54.2,1단계,쾌적,하,,,,,,,,,,,,,153,149,4,108,서울,2.4,0.0,10.1,12.1,16.9,10,2289,0.0,27.4,2.8,1015.1,1025.7,9.16,29.0,12.0,0.019,0.023,0.3,0.003,,,
2017-10-31,화,14.4,9.2,18.4,23.4,1단계,쾌적,하,,,,,,,,,,,,,158,154,4,108,서울,1.8,1.8,11.4,12.1,16.0,10,2290,0.0,54.3,7.0,1014.6,1025.1,8.01,31.0,15.0,0.011,0.044,0.6,0.004,,,
2017-11-01,수,13.1,6.9,17.2,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,2.1,8.5,14.5,14.3,16.0,11,2291,0.0,72.4,11.8,1010.4,1020.6,2.94,37.0,20.0,0.021,0.041,0.5,0.005,,,
2017-11-02,목,9.4,3.7,16.8,5.5,1단계,쾌적,하,,,,,,,,,,,,,,,,108,서울,1.6,8.8,14.6,15.3,16.3,11,2292,1.0,78.8,13.8,1007.9,1018.0,2.28,52.0,30.0,0.022,0.041,0.4,0.005,,,
